Order Customer Id,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Score,RFM_Total_Score,Customer_Segmentation
1705,149,17,5887.08005706,2,1,2,212,5,At Risk
1706,914,3,643.60001373,4,3,3,433,10,Loyal Customers
1707,655,6,2489.56999584,4,3,3,433,10,Loyal Customers
1708,352,14,7793.3699648699985,4,2,1,421,7,Customers Needing Attention
1709,268,13,6359.610061299999,3,2,1,321,6,Can't lose them
1710,307,13,8576.5101852,3,2,1,321,6,Can't lose them
1711,139,21,11514.180064940001,2,1,1,211,4,Lost
1712,389,14,5629.120090370001,4,2,2,422,8,Promising
1713,244,13,5606.77996826,3,2,2,322,7,Customers Needing Attention
1714,749,16,7504.570065299999,4,1,1,411,6,Can't lose them
1715,361,24,14487.86987758,4,1,1,411,6,Can't lose them
1716,270,21,7674.960182069999,3,1,1,311,5,At Risk
1717,515,12,5084.81994672,4,2,2,422,8,Promising
1718,531,12,3459.0000037699997,4,2,2,422,8,Promising
1719,203,7,1966.4599916,3,3,3,333,9,Recent Customers
1720,142,11,5983.1699942899995,2,2,2,222,6,Can't lose them
1721,264,22,10886.840092229999,3,1,1,311,5,At Risk
1722,633,1,189.9900055,4,4,4,444,12,Champions
1723,353,15,6497.6300051399985,4,2,1,421,7,Customers Needing Attention
1724,175,8,3201.4799881,3,2,2,322,7,Customers Needing Attention
1725,153,30,9707.890030019998,2,1,1,211,4,Lost
1726,175,8,2408.78998585,3,2,3,323,8,Promising
1727,663,10,5323.420143079999,4,2,2,422,8,Promising
1728,144,6,3230.4600677600006,2,3,2,232,7,Customers Needing Attention
1729,400,10,6460.400078,4,2,1,421,7,Customers Needing Attention
1730,350,18,9797.130031659999,4,1,1,411,6,Can't lose them
1731,367,27,12704.559986440001,4,1,1,411,6,Can't lose them
1732,555,5,1453.0600013399999,4,3,3,433,10,Loyal Customers
1733,122,22,8193.63006924,2,1,1,211,4,Lost
1734,407,2,522.73999786,4,3,3,433,10,Loyal Customers
1735,123,24,8105.1400140099995,2,1,1,211,4,Lost
1736,268,8,4289.03997433,3,2,2,322,7,Customers Needing Attention
1737,525,13,4156.52005364,4,2,2,422,8,Promising
1738,247,19,10995.73013644,3,1,1,311,5,At Risk
1739,164,24,8180.06011976,3,1,1,311,5,At Risk
1740,214,20,6038.369980999998,3,1,1,311,5,At Risk
1741,653,4,3258.03003708,4,3,2,432,9,Recent Customers
1742,287,15,5312.619981909999,3,2,2,322,7,Customers Needing Attention
1743,691,10,4183.81003572,4,2,2,422,8,Promising
1744,318,15,6825.099983319999,4,2,1,421,7,Customers Needing Attention
1745,614,21,7755.160194379999,4,1,1,411,6,Can't lose them
1746,568,6,2823.77002724,4,3,2,432,9,Recent Customers
1747,200,26,9363.500099199999,3,1,1,311,5,At Risk
1748,143,21,7665.409996259999,2,1,1,211,4,Lost
1749,427,22,7545.5200806600005,4,1,1,411,6,Can't lose them
1750,249,17,4001.5100134500003,3,1,2,312,6,Can't lose them
1751,271,5,1689.4799957599998,3,3,3,333,9,Recent Customers
1752,275,11,6360.2800293,3,2,1,321,6,Can't lose them
1753,426,19,11157.289993359998,4,1,1,411,6,Can't lose them
1754,158,22,8550.55002808,2,1,1,211,4,Lost
1755,838,9,4693.62995934,4,2,2,422,8,Promising
1756,239,14,6141.949997099999,3,2,1,321,6,Can't lose them
1757,412,10,4945.540001199999,4,2,2,422,8,Promising
1758,405,7,4505.56001266,4,3,2,432,9,Recent Customers
1759,188,9,3221.7800522000002,3,2,2,322,7,Customers Needing Attention
1760,401,15,3205.4700391200004,4,2,2,422,8,Promising
1761,123,18,9740.34002667,2,1,1,211,4,Lost
1762,325,31,10072.7000637,4,1,1,411,6,Can't lose them
1763,126,9,4748.680004329999,2,2,2,222,6,Can't lose them
1764,307,17,10100.79017226,3,1,1,311,5,At Risk
1765,125,25,10877.17004175,2,1,1,211,4,Lost
1766,424,14,4702.820018639999,4,2,2,422,8,Promising
1767,432,10,4562.4600222,4,2,2,422,8,Promising
1768,293,12,2916.2699811400003,3,2,2,322,7,Customers Needing Attention
1769,961,3,1304.1100234,4,3,3,433,10,Loyal Customers
1770,751,6,1277.85998531,4,3,3,433,10,Loyal Customers
1771,329,16,6074.18011849,4,1,1,411,6,Can't lose them
1772,411,9,4377.050071559999,4,2,2,422,8,Promising
1773,215,20,7776.170051629999,3,1,1,311,5,At Risk
1774,292,21,5545.22007011,3,1,2,312,6,Can't lose them
1775,206,22,6528.95011148,3,1,1,311,5,At Risk
1776,318,12,5993.61011526,4,2,2,422,8,Promising
1777,152,5,3962.3999483,2,3,2,232,7,Customers Needing Attention
1778,723,10,3354.3600118599998,4,2,2,422,8,Promising
1779,142,10,4112.309974700001,2,2,2,222,6,Can't lose them
1780,218,30,14079.430177670001,3,1,1,311,5,At Risk
1781,564,9,3497.18001146,4,2,2,422,8,Promising
1782,164,30,14392.630142310001,3,1,1,311,5,At Risk
1783,257,10,7041.88996136,3,2,1,321,6,Can't lose them
1785,123,17,5324.1800305199995,2,1,2,212,5,At Risk
1786,452,6,3313.1800804,4,3,2,432,9,Recent Customers
1787,143,17,5590.71009834,2,1,2,212,5,At Risk
1788,165,25,7652.92004336,3,1,1,311,5,At Risk
1790,262,15,9418.9099426,3,2,1,321,6,Can't lose them
1791,387,11,5979.18989574,4,2,2,422,8,Promising
1792,308,22,7414.559959550002,4,1,1,411,6,Can't lose them
1793,257,23,8330.10002935,3,1,1,311,5,At Risk
1794,184,11,2918.4300001,3,2,2,322,7,Customers Needing Attention
1795,284,20,8396.74000166,3,1,1,311,5,At Risk
1796,528,14,5224.910133299999,4,2,2,422,8,Promising
1797,450,17,9672.13993826,4,1,1,411,6,Can't lose them
1798,258,20,7063.58011241,3,1,1,311,5,At Risk
1799,295,12,2703.2999973,3,2,2,322,7,Customers Needing Attention
1800,629,6,2974.3899989,4,3,2,432,9,Recent Customers
1801,358,10,2886.01998154,4,2,2,422,8,Promising
1802,279,28,15094.36015022,3,1,1,311,5,At Risk
1803,171,5,1931.89002996,3,3,3,333,9,Recent Customers
1804,187,32,9230.94015314,3,1,1,311,5,At Risk
1805,405,5,2363.2999877499997,4,3,3,433,10,Loyal Customers
1806,209,24,9721.87004486,3,1,1,311,5,At Risk
1807,134,23,9058.08003643,2,1,1,211,4,Lost
1809,180,10,2678.1300431800005,3,2,2,322,7,Customers Needing Attention
1810,236,29,11190.75998638,3,1,1,311,5,At Risk
1811,474,21,7792.6100082699995,4,1,1,411,6,Can't lose them
1812,192,21,8521.510108980001,3,1,1,311,5,At Risk
1813,330,20,7877.16006116,4,1,1,411,6,Can't lose them
1814,218,11,4467.200000809999,3,2,2,322,7,Customers Needing Attention
1815,143,9,7401.98992955,2,2,1,221,5,At Risk
1816,258,17,5677.97005823,3,1,2,312,6,Can't lose them
1817,138,22,9294.240097310001,2,1,1,211,4,Lost
1818,469,15,6501.820080909999,4,2,1,421,7,Customers Needing Attention
1819,234,9,3402.6000253400002,3,2,2,322,7,Customers Needing Attention
1820,186,13,5592.820006970001,3,2,2,322,7,Customers Needing Attention
1821,323,7,1429.96000676,4,3,3,433,10,Loyal Customers
1822,181,13,5112.87004842,3,2,2,322,7,Customers Needing Attention
1823,453,11,6310.87993105,4,2,1,421,7,Customers Needing Attention
1824,210,34,9150.66002231,3,1,1,311,5,At Risk
1825,318,10,3854.51004406,4,2,2,422,8,Promising
1826,204,31,10068.520135809998,3,1,1,311,5,At Risk
1827,382,17,8931.78003748,4,1,1,411,6,Can't lose them
1828,394,25,8370.0100577,4,1,1,411,6,Can't lose them
1829,453,4,891.300003,4,3,3,433,10,Loyal Customers
1830,290,12,4277.8700297000005,3,2,2,322,7,Customers Needing Attention
1831,529,13,6383.06013486,4,2,1,421,7,Customers Needing Attention
1832,142,25,12378.23996203,2,1,1,211,4,Lost
1833,168,23,8087.690124399999,3,1,1,311,5,At Risk
1834,420,13,5968.59995332,4,2,2,422,8,Promising
1835,166,16,6837.26005922,3,1,1,311,5,At Risk
1836,245,10,6662.8200226,3,2,1,321,6,Can't lose them
1837,125,15,8279.6300239,2,2,1,221,5,At Risk
1838,736,8,4271.35002896,4,2,2,422,8,Promising
1839,720,8,2074.66997154,4,2,3,423,9,Recent Customers
1840,205,20,4120.68009184,3,1,2,312,6,Can't lose them
1841,669,3,2286.3499606,4,3,3,433,10,Loyal Customers
1842,430,12,5352.480083479999,4,2,2,422,8,Promising
1843,243,24,10077.709949069998,3,1,1,311,5,At Risk
1844,195,27,10444.90013505,3,1,1,311,5,At Risk
1845,413,13,5662.1700632600005,4,2,2,422,8,Promising
1846,385,18,4996.03004078,4,1,2,412,7,Customers Needing Attention
1847,122,24,8719.350036040001,2,1,1,211,4,Lost
1848,440,18,10253.01013956,4,1,1,411,6,Can't lose them
1849,528,9,2588.380005,4,2,2,422,8,Promising
1850,455,12,3459.0100135399994,4,2,2,422,8,Promising
1851,643,17,9241.12004848,4,1,1,411,6,Can't lose them
1852,325,15,5480.88997673,4,2,2,422,8,Promising
1853,238,25,10175.86019493,3,1,1,311,5,At Risk
1854,347,15,8302.58996768,4,2,1,421,7,Customers Needing Attention
1855,227,13,5230.329933339999,3,2,2,322,7,Customers Needing Attention
1856,570,7,3011.62004836,4,3,2,432,9,Recent Customers
1857,175,16,9014.990142540002,3,1,1,311,5,At Risk
1858,156,9,2455.7700232999996,2,2,3,223,7,Customers Needing Attention
1859,219,13,5422.599930120001,3,2,2,322,7,Customers Needing Attention
1860,285,16,6298.580036380001,3,1,1,311,5,At Risk
1861,228,14,3764.26006689,3,2,2,322,7,Customers Needing Attention
1862,392,12,3833.00996014,4,2,2,422,8,Promising
1863,378,24,5721.12007171,4,1,2,412,7,Customers Needing Attention
1864,164,20,8666.880081029998,3,1,1,311,5,At Risk
1865,183,25,11419.08004217,3,1,1,311,5,At Risk
1866,334,3,702.4500046,4,3,3,433,10,Loyal Customers
1867,163,12,5833.28997809,3,2,2,322,7,Customers Needing Attention
1868,475,29,10767.00010825,4,1,1,411,6,Can't lose them
1869,472,9,3152.1200600100005,4,2,2,422,8,Promising
1870,147,14,3849.97006986,2,2,2,222,6,Can't lose them
1871,148,23,10222.74002299,2,1,1,211,4,Lost
1872,301,12,3958.51009573,3,2,2,322,7,Customers Needing Attention
1873,313,16,5699.30009461,4,1,2,412,7,Customers Needing Attention
1874,269,11,2604.1200483800003,3,2,2,322,7,Customers Needing Attention
1875,220,18,5985.670068649999,3,1,2,312,6,Can't lose them
1876,528,14,6641.200103979999,4,2,1,421,7,Customers Needing Attention
1877,498,15,6520.46006418,4,2,1,421,7,Customers Needing Attention
1878,164,5,3063.6500700999995,3,3,2,332,8,Promising
1879,516,5,2159.3799893,4,3,3,433,10,Loyal Customers
1880,457,7,5054.1200713200005,4,3,2,432,9,Recent Customers
1881,185,16,9147.250133720001,3,1,1,311,5,At Risk
1882,601,22,10912.99006103,4,1,1,411,6,Can't lose them
1883,181,19,5915.310039579999,3,1,2,312,6,Can't lose them
1884,609,4,1601.6699982199998,4,3,3,433,10,Loyal Customers
1885,142,16,5199.519985409999,2,1,2,212,5,At Risk
1886,360,16,4480.20005836,4,1,2,412,7,Customers Needing Attention
1887,444,12,7753.0699999,4,2,1,421,7,Customers Needing Attention
1888,248,6,2544.4300309,3,3,3,333,9,Recent Customers
1889,350,24,8638.59014109,4,1,1,411,6,Can't lose them
1890,278,13,5570.0000912,3,2,2,322,7,Customers Needing Attention
1891,257,20,7021.24005491,3,1,1,311,5,At Risk
1892,167,11,8529.61004308,3,2,1,321,6,Can't lose them
1893,155,16,7020.90995247,2,1,1,211,4,Lost
1894,732,11,1605.48000336,4,2,3,423,9,Recent Customers
1895,170,12,6630.040065999999,3,2,1,321,6,Can't lose them
1896,254,10,4720.59000352,3,2,2,322,7,Customers Needing Attention
1897,575,8,4471.0499882,4,2,2,422,8,Promising
1898,154,10,3306.42001525,2,2,2,222,6,Can't lose them
1899,190,12,3844.74009137,3,2,2,322,7,Customers Needing Attention
1900,222,18,8086.40004792,3,1,1,311,5,At Risk
1901,326,28,10125.780040639998,4,1,1,411,6,Can't lose them
1902,219,18,10180.78997036,3,1,1,311,5,At Risk
1903,239,17,6076.3999862,3,1,1,311,5,At Risk
1904,942,5,2476.079994,4,3,3,433,10,Loyal Customers
1905,279,18,5675.11998753,3,1,2,312,6,Can't lose them
1906,202,30,10362.2700494,3,1,1,311,5,At Risk
1907,400,16,4766.830017210001,4,1,2,412,7,Customers Needing Attention
1908,173,24,5223.600029039999,3,1,2,312,6,Can't lose them
1909,355,21,9266.14009116,4,1,1,411,6,Can't lose them
1910,178,25,11242.879961330002,3,1,1,311,5,At Risk
1911,228,17,6332.50009153,3,1,1,311,5,At Risk
1912,168,19,9082.08003926,3,1,1,311,5,At Risk
1913,634,3,3308.15995812,4,3,2,432,9,Recent Customers
1914,323,14,8347.330124150001,4,2,1,421,7,Customers Needing Attention
1915,232,10,9763.169967899998,3,2,1,321,6,Can't lose them
1916,248,18,5715.840049609999,3,1,2,312,6,Can't lose them
1917,339,12,4381.99997709,4,2,2,422,8,Promising
1918,724,14,8093.17999669,4,2,1,421,7,Customers Needing Attention
1919,330,11,4796.35010124,4,2,2,422,8,Promising
1920,167,38,18402.36999671,3,1,1,311,5,At Risk
1921,184,23,10207.08002467,3,1,1,311,5,At Risk
1922,507,9,2902.6100082800003,4,2,2,422,8,Promising
1923,256,14,3772.1600339600004,3,2,2,322,7,Customers Needing Attention
1924,703,14,3016.36004351,4,2,2,422,8,Promising
1925,879,8,3796.34996822,4,2,2,422,8,Promising
1926,168,15,5103.96005642,3,2,2,322,7,Customers Needing Attention
1927,209,28,10967.3800318,3,1,1,311,5,At Risk
1928,326,21,7118.820003339999,4,1,1,411,6,Can't lose them
1929,160,7,2426.14998252,3,3,3,333,9,Recent Customers
1930,174,18,7927.0899813,3,1,1,311,5,At Risk
1931,214,10,3034.09002683,3,2,2,322,7,Customers Needing Attention
1932,188,30,10545.5101473,3,1,1,311,5,At Risk
1933,271,9,4541.0600134,3,2,2,322,7,Customers Needing Attention
1934,417,21,5063.170043519999,4,1,2,412,7,Customers Needing Attention
1935,158,14,4614.43997935,2,2,2,222,6,Can't lose them
1936,172,21,9505.33014696,3,1,1,311,5,At Risk
1937,412,29,16363.320034000004,4,1,1,411,6,Can't lose them
1938,152,11,4547.550018399999,2,2,2,222,6,Can't lose them
1939,153,7,1341.3400039800001,2,3,3,233,8,Promising
1940,160,25,12715.39009086,3,1,1,311,5,At Risk
1941,193,14,6085.75008756,3,2,1,321,6,Can't lose them
1942,707,6,3420.7099991,4,3,2,432,9,Recent Customers
1943,221,24,12167.61010018,3,1,1,311,5,At Risk
1944,388,22,7703.369984110001,4,1,1,411,6,Can't lose them
1945,247,1,103.9899979,3,4,4,344,11,Champions
1946,154,19,11385.59007853,2,1,1,211,4,Lost
1947,125,14,4174.39997474,2,2,2,222,6,Can't lose them
1948,330,29,13035.54011496,4,1,1,411,6,Can't lose them
1949,427,5,3401.76997402,4,3,2,432,9,Recent Customers
1950,308,16,7545.610031040001,4,1,1,411,6,Can't lose them
1951,204,17,7658.1800041199995,3,1,1,311,5,At Risk
1952,181,14,3854.8700714300003,3,2,2,322,7,Customers Needing Attention
1953,182,5,1663.2300338999999,3,3,3,333,9,Recent Customers
1954,152,22,8721.61005356,2,1,1,211,4,Lost
1955,145,14,5332.480136989999,2,2,2,222,6,Can't lose them
1956,178,6,2380.5200117,3,3,3,333,9,Recent Customers
1957,247,18,7099.15011017,3,1,1,311,5,At Risk
1958,425,16,4113.66006826,4,1,2,412,7,Customers Needing Attention
1959,326,11,6863.02992272,4,2,1,421,7,Customers Needing Attention
1960,209,6,2504.7799988,3,3,3,333,9,Recent Customers
1961,173,20,10571.539968699999,3,1,1,311,5,At Risk
1962,193,30,12784.280051289998,3,1,1,311,5,At Risk
1963,1021,3,1104.6900329,4,3,3,433,10,Loyal Customers
1964,658,6,710.90001302,4,3,3,433,10,Loyal Customers
1965,179,12,5421.780090249999,3,2,2,322,7,Customers Needing Attention
1966,432,15,6288.950142080001,4,2,1,421,7,Customers Needing Attention
1967,156,10,3397.37004072,2,2,2,222,6,Can't lose them
1968,607,2,414.37998960000004,4,3,3,433,10,Loyal Customers
1969,184,20,10615.29997652,3,1,1,311,5,At Risk
1970,213,18,5518.4400176399995,3,1,2,312,6,Can't lose them
1971,640,14,8698.040001110001,4,2,1,421,7,Customers Needing Attention
1972,339,33,9906.08007184,4,1,1,411,6,Can't lose them
1973,127,9,4085.80009058,2,2,2,222,6,Can't lose them
1974,556,13,6945.630001270001,4,2,1,421,7,Customers Needing Attention
1975,330,14,6748.550077499998,4,2,1,421,7,Customers Needing Attention
1976,680,10,3144.51000982,4,2,2,422,8,Promising
1977,275,20,5758.54006218,3,1,2,312,6,Can't lose them
1978,261,11,3329.77002326,3,2,2,322,7,Customers Needing Attention
1979,594,31,14565.240036010002,4,1,1,411,6,Can't lose them
1980,184,18,9850.97003577,3,1,1,311,5,At Risk
1981,238,17,7083.610111279999,3,1,1,311,5,At Risk
1982,217,14,10566.639984639998,3,2,1,321,6,Can't lose them
1983,199,13,6788.74998504,3,2,1,321,6,Can't lose them
1984,441,9,4940.3799326,4,2,2,422,8,Promising
1985,122,14,9944.93004676,2,2,1,221,5,At Risk
1986,177,16,4601.94001756,3,1,2,312,6,Can't lose them
1987,705,15,7117.41011808,4,2,1,421,7,Customers Needing Attention
1988,197,16,7934.4200518,3,1,1,311,5,At Risk
1989,143,32,13112.43007998,2,1,1,211,4,Lost
1990,163,22,11828.5899467,3,1,1,311,5,At Risk
1991,242,9,2755.58002475,3,2,2,322,7,Customers Needing Attention
1992,1098,2,371.4700089,4,3,3,433,10,Loyal Customers
1993,295,10,4078.7799990000003,3,2,2,322,7,Customers Needing Attention
1994,305,13,3146.46002971,3,2,2,322,7,Customers Needing Attention
1995,788,13,6794.120101699999,4,2,1,421,7,Customers Needing Attention
1996,263,12,6231.640073789999,3,2,1,321,6,Can't lose them
1997,367,21,13713.680023599998,4,1,1,411,6,Can't lose them
1998,519,13,4056.47002405,4,2,2,422,8,Promising
1999,265,13,3760.5300101300004,3,2,2,322,7,Customers Needing Attention
2000,127,14,5525.7000007999995,2,2,2,222,6,Can't lose them
2001,175,22,6935.07007173,3,1,1,311,5,At Risk
2002,208,18,7691.88004082,3,1,1,311,5,At Risk
2003,337,10,3603.5400200000004,4,2,2,422,8,Promising
2004,413,15,5929.6499864299985,4,2,2,422,8,Promising
2005,463,11,4472.89002568,4,2,2,422,8,Promising
2006,526,11,2721.2100217999996,4,2,2,422,8,Promising
2007,259,7,4624.0399935000005,3,3,2,332,8,Promising
2008,648,17,6991.640071899999,4,1,1,411,6,Can't lose them
2009,325,19,7231.93013764,4,1,1,411,6,Can't lose them
2010,180,15,6154.04002822,3,2,1,321,6,Can't lose them
2011,696,9,4313.07001104,4,2,2,422,8,Promising
2012,326,1,99.95999908,4,4,4,444,12,Champions
2013,173,20,6542.020061519999,3,1,1,311,5,At Risk
2014,189,11,5464.72999974,3,2,2,322,7,Customers Needing Attention
2015,132,11,4390.770099429999,2,2,2,222,6,Can't lose them
2016,302,27,7995.210077069999,3,1,1,311,5,At Risk
2017,262,13,4248.97003944,3,2,2,322,7,Customers Needing Attention
2018,140,11,4723.51000972,2,2,2,222,6,Can't lose them
2019,857,9,2758.3600694600004,4,2,2,422,8,Promising
2020,159,19,7368.12006328,2,1,1,211,4,Lost
2021,145,29,10297.700126099999,2,1,1,211,4,Lost
2022,920,4,1387.9299925,4,3,3,433,10,Loyal Customers
2023,143,8,6064.33007448,2,2,1,221,5,At Risk
2024,285,4,2317.6500247000004,3,3,3,333,9,Recent Customers
2025,191,21,7461.300113779999,3,1,1,311,5,At Risk
2026,362,15,7344.180041979999,4,2,1,421,7,Customers Needing Attention
2027,439,30,10056.83005954,4,1,1,411,6,Can't lose them
2028,753,7,3820.98998618,4,3,2,432,9,Recent Customers
2029,132,9,3161.8200071,2,2,2,222,6,Can't lose them
2030,503,14,4832.93001561,4,2,2,422,8,Promising
2031,139,13,4043.82997844,2,2,2,222,6,Can't lose them
2032,905,9,1594.54002765,4,2,3,423,9,Recent Customers
2033,160,9,2000.31001279,3,2,3,323,8,Promising
2034,136,11,6462.75003446,2,2,1,221,5,At Risk
2035,447,14,3554.290023559999,4,2,2,422,8,Promising
2036,910,1,283.480011,4,4,3,443,11,Champions
2037,268,27,10361.9400446,3,1,1,311,5,At Risk
2038,292,18,8593.28009062,3,1,1,311,5,At Risk
2039,185,10,4313.7000350299995,3,2,2,322,7,Customers Needing Attention
2040,151,4,1488.9700242600002,2,3,3,233,8,Promising
2041,209,28,13801.070183109998,3,1,1,311,5,At Risk
2042,383,14,5634.23004152,4,2,2,422,8,Promising
2043,377,7,3172.53005367,4,3,2,432,9,Recent Customers
2044,237,20,5015.529998849999,3,1,2,312,6,Can't lose them
2045,415,16,9473.68997792,4,1,1,411,6,Can't lose them
2046,242,9,2340.64001845,3,2,3,323,8,Promising
2047,144,7,3807.76999693,2,3,2,232,7,Customers Needing Attention
2048,149,14,6854.5700108599995,2,2,1,221,5,At Risk
2049,357,11,4394.81994821,4,2,2,422,8,Promising
2050,454,18,5591.3001268299995,4,1,2,412,7,Customers Needing Attention
2051,225,16,6003.24008751,3,1,1,311,5,At Risk
2052,160,13,6204.0500488,3,2,1,321,6,Can't lose them
2053,172,14,6387.850135680001,3,2,1,321,6,Can't lose them
2054,954,1,248.9799957,4,4,4,444,12,Champions
2055,387,9,3129.2900963800003,4,2,2,422,8,Promising
2056,238,16,6672.52995347,3,1,1,311,5,At Risk
2057,369,5,1047.30001838,4,3,3,433,10,Loyal Customers
2058,204,18,6758.780094199999,3,1,1,311,5,At Risk
2059,432,7,3518.39999366,4,3,2,432,9,Recent Customers
2060,203,13,5822.94003286,3,2,2,322,7,Customers Needing Attention
2061,188,7,4672.00005365,3,3,2,332,8,Promising
2062,157,8,3606.80008316,2,2,2,222,6,Can't lose them
2063,189,15,7830.57007638,3,2,1,321,6,Can't lose them
2064,405,14,4938.17003053,4,2,2,422,8,Promising
2065,369,13,4947.9199638499995,4,2,2,422,8,Promising
2066,843,10,3309.94004034,4,2,2,422,8,Promising
2067,380,8,4258.069950499999,4,2,2,422,8,Promising
2068,224,15,5293.170024959999,3,2,2,322,7,Customers Needing Attention
2069,329,21,12025.85998627,4,1,1,411,6,Can't lose them
2070,176,15,6287.49002846,3,2,1,321,6,Can't lose them
2071,135,30,10135.080165919997,2,1,1,211,4,Lost
2072,301,17,9073.31006241,3,1,1,311,5,At Risk
2074,308,34,15181.150103,4,1,1,411,6,Can't lose them
2075,432,6,2755.1099661900003,4,3,2,432,9,Recent Customers
2076,127,17,7147.34007452,2,1,1,211,4,Lost
2077,628,14,4565.320022519999,4,2,2,422,8,Promising
2078,194,24,8318.53003666,3,1,1,311,5,At Risk
2079,122,16,6807.060013419999,2,1,1,211,4,Lost
2080,444,9,3662.2300567000007,4,2,2,422,8,Promising
2081,284,11,3738.70003514,3,2,2,322,7,Customers Needing Attention
2082,527,9,2741.1800726499996,4,2,2,422,8,Promising
2083,389,20,8092.190170199999,4,1,1,411,6,Can't lose them
2084,488,21,5476.68001138,4,1,2,412,7,Customers Needing Attention
2085,237,17,5888.6100314099995,3,1,2,312,6,Can't lose them
2086,360,8,4555.72991978,4,2,2,422,8,Promising
2087,409,22,9100.3400884,4,1,1,411,6,Can't lose them
2088,178,14,6992.690105539999,3,2,1,321,6,Can't lose them
2089,184,17,4823.27004626,3,1,2,312,6,Can't lose them
2090,613,2,401.7700119,4,3,3,433,10,Loyal Customers
2091,235,24,11456.33000483,3,1,1,311,5,At Risk
2092,296,25,8793.230014539999,3,1,1,311,5,At Risk
2093,271,28,12422.420064540003,3,1,1,311,5,At Risk
2094,291,12,5555.329951680002,3,2,2,322,7,Customers Needing Attention
2095,277,7,4878.04998413,3,3,2,332,8,Promising
2097,481,10,2335.6500016200002,4,2,3,423,9,Recent Customers
2098,339,3,960.88996892,4,3,3,433,10,Loyal Customers
2099,343,10,3921.2800591599994,4,2,2,422,8,Promising
2100,247,9,2381.7900161000002,3,2,3,323,8,Promising
2101,538,7,3455.29998816,4,3,2,432,9,Recent Customers
2102,303,14,2871.4100112300002,3,2,2,322,7,Customers Needing Attention
2103,267,6,2547.19001782,3,3,3,333,9,Recent Customers
2104,463,4,2991.4300079,4,3,2,432,9,Recent Customers
2105,126,10,6755.5101012000005,2,2,1,221,5,At Risk
2106,419,12,3530.7200125600007,4,2,2,422,8,Promising
2107,146,10,5116.930015499999,2,2,2,222,6,Can't lose them
2108,382,4,1817.0900194,4,3,3,433,10,Loyal Customers
2109,166,8,4991.139961389999,3,2,2,322,7,Customers Needing Attention
2110,267,24,9210.73997939,3,1,1,311,5,At Risk
2111,271,22,10600.970157030002,3,1,1,311,5,At Risk
2112,316,16,6935.530135999999,4,1,1,411,6,Can't lose them
2113,431,35,12996.98004747,4,1,1,411,6,Can't lose them
2114,219,28,10961.400093249998,3,1,1,311,5,At Risk
2115,235,15,5357.43006888,3,2,2,322,7,Customers Needing Attention
2116,430,10,6218.75012946,4,2,1,421,7,Customers Needing Attention
2117,679,6,1611.9100189,4,3,3,433,10,Loyal Customers
2118,650,18,6532.09009738,4,1,1,411,6,Can't lose them
2119,155,17,5801.46011347,2,1,2,212,5,At Risk
2120,132,11,2988.38998403,2,2,2,222,6,Can't lose them
2121,146,23,10219.820100530002,2,1,1,211,4,Lost
2122,485,5,752.10000421,4,3,3,433,10,Loyal Customers
2123,187,14,5527.56009106,3,2,2,322,7,Customers Needing Attention
2124,180,15,6698.19004068,3,2,1,321,6,Can't lose them
2125,219,21,8566.04999566,3,1,1,311,5,At Risk
2126,367,12,6207.639954120001,4,2,1,421,7,Customers Needing Attention
2127,276,10,3332.86006918,3,2,2,322,7,Customers Needing Attention
2128,302,18,10324.75009516,3,1,1,311,5,At Risk
2129,224,24,8620.70013398,3,1,1,311,5,At Risk
2130,443,12,5501.579956279999,4,2,2,422,8,Promising
2131,296,12,1877.53000639,3,2,3,323,8,Promising
2132,183,4,2692.5700532,3,3,2,332,8,Promising
2133,369,25,11689.07989183,4,1,1,411,6,Can't lose them
2134,136,31,9001.71010917,2,1,1,211,4,Lost
2135,195,16,7168.15011592,3,1,1,311,5,At Risk
2136,492,11,4463.1300432,4,2,2,422,8,Promising
2137,265,20,6360.600046209998,3,1,1,311,5,At Risk
2138,439,5,1920.7100069,4,3,3,433,10,Loyal Customers
2139,181,11,3046.2100139799995,3,2,2,322,7,Customers Needing Attention
2140,522,13,4827.600038250001,4,2,2,422,8,Promising
2141,160,8,6348.3400728,3,2,1,321,6,Can't lose them
2142,264,12,5644.25005735,3,2,2,322,7,Customers Needing Attention
2143,221,12,3969.9999849,3,2,2,322,7,Customers Needing Attention
2144,200,17,5338.83005503,3,1,2,312,6,Can't lose them
2145,238,17,6438.899982769999,3,1,1,311,5,At Risk
2146,316,12,4266.15000699,4,2,2,422,8,Promising
2147,425,13,4312.350017219999,4,2,2,422,8,Promising
2148,160,13,6326.94000262,3,2,1,321,6,Can't lose them
2149,135,17,8003.950042959999,2,1,1,211,4,Lost
2150,296,17,6830.2499425000005,3,1,1,311,5,At Risk
2151,137,10,6363.8800198399995,2,2,1,221,5,At Risk
2152,206,15,8815.7399901,3,2,1,321,6,Can't lose them
2153,294,18,8392.73010985,3,1,1,311,5,At Risk
2154,179,18,6571.310092569999,3,1,1,311,5,At Risk
2155,187,21,12942.850105379997,3,1,1,311,5,At Risk
2156,155,22,8069.470096539999,2,1,1,211,4,Lost
2157,323,22,9901.87008151,4,1,1,411,6,Can't lose them
2158,327,11,6355.2600479600005,4,2,1,421,7,Customers Needing Attention
